0.0,0.93,0.0,0.0,0.02,0.02,0.08,0.12,0.31,0.29,0.29,0.43,0.0,0.6,0.33,0.0,0.0,0.62,0.0,normal
0.01,0.0,0.55,0.17,0.02,0.02,0.27,0.12,0.31,0.29,0.29,0.43,0.25,0.6,0.33,0.5,0.09,1.0,0.0,attack
0.0,0.0,0.0,0.17,0.02,0.02,0.0,0.12,0.31,0.29,0.29,0.43,0.0,0.6,0.33,0.5,0.0,0.62,0.0,normal
0.03,0.0,0.0,0.0,0.02,0.02,0.04,0.12,0.31,0.29,0.29,0.43,0.0,0.6,0.33,0.0,0.0,0.62,0.0,attack
0.0,0.0,0.0,0.33,0.02,0.02,0.23,0.12,0.31,0.29,0.29,0.43,0.0,0.6,0.33,0.5,0.0,0.62,0.0,normal
0.0,0.0,0.0,0.33,0.02,0.02,0.19,0.12,0.31,0.29,0.29,0.43,0.0,0.6,0.33,0.5,0.0,0.62,0.0,normal
0.01,0.0,0.0,0.17,0.02,0.02,0.0,0.12,0.31,0.29,0.29,0.43,0.0,0.6,0.33,0.5,0.0,0.62,0.0,normal
0.04,0.0,0.0,0.0,0.0,0.0,0.27,0.12,0.31,0.29,0.29,0.43,0.5,0.6,0.33,1.0,0.0,0.0,0.0,normal
0.06,0.01,0.0,0.0,1.0,1.0,0.31,0.12,0.31,0.29,0.29,0.43,0.75,0.6,0.33,1.0,0.0,0.0,1.0,normal
0.0,0.0,0.0,0.33,0.02,0.02,0.12,0.12,0.31,0.29,0.29,0.43,0.0,0.6,0.33,0.5,0.0,0.62,0.0,normal
0.07,0.01,0.0,0.0,1.0,1.0,0.31,0.12,0.31,0.29,0.29,0.43,0.75,0.6,0.33,1.0,0.0,0.0,1.0,normal
0.03,0.0,0.0,0.17,0.02,0.02,0.15,0.12,0.31,0.29,0.29,0.43,0.0,0.6,0.33,0.5,0.0,0.62,0.0,normal
0.04,0.0,0.0,0.33,0.02,0.02,0.15,0.12,0.31,0.29,0.29,0.43,0.0,0.6,0.33,0.5,0.0,0.62,0.0,normal
0.03,0.0,0.0,0.33,0.02,0.02,0.0,0.12,0.31,0.29,0.29,0.43,0.0,0.6,0.33,0.5,0.0,0.62,0.0,normal
0.08,0.0,0.99,0.5,0.02,0.02,0.27,0.12,0.31,0.29,0.29,0.43,0.25,0.6,0.33,0.5,0.0,0.0,0.0,normal
0.01,0.0,0.0,0.17,0.02,0.02,0.12,0.12,0.31,0.29,0.29,0.43,0.0,0.6,0.33,0.5,0.0,0.62,0.0,normal
0.11,0.0,0.55,0.33,0.02,0.02,0.35,0.12,0.31,0.29,0.29,0.43,0.25,0.6,0.33,0.5,0.09,0.0,0.0,normal
0.03,0.0,0.0,0.17,0.02,0.02,0.12,0.12,0.31,0.29,0.29,0.43,0.0,0.6,0.33,0.5,0.0,0.62,0.0,normal
0.03,0.0,0.0,0.33,0.02,0.02,0.19,0.12,0.31,0.29,0.29,0.43,0.0,0.6,0.33,0.5,0.0,0.62,0.0,normal
0.03,0.0,0.0,0.17,0.02,0.02,0.23,0.12,0.31,0.29,0.29,0.43,0.0,0.6,0.33,0.5,0.0,0.62,0.0,normal
0.08,0.0,0.55,0.17,0.02,0.02,0.38,0.12,0.31,0.29,0.29,0.43,0.25,0.6,0.33,0.5,0.09,1.0,0.0,attack
0.04,0.0,0.0,0.5,0.02,0.02,0.19,0.12,0.31,0.29,0.29,0.43,0.0,0.6,0.33,0.5,0.0,0.62,0.0,normal
0.13,0.01,0.0,0.0,1.0,1.0,0.31,0.12,0.31,0.29,0.29,0.43,0.75,0.6,0.33,1.0,0.0,0.0,1.0,normal
0.04,0.0,0.0,0.67,0.02,0.02,0.12,0.12,0.31,0.29,0.29,0.43,0.0,0.6,0.33,0.5,0.0,0.62,0.0,normal
0.08,0.0,0.0,0.67,0.02,0.02,0.15,0.12,0.31,0.29,0.29,0.43,0.0,0.6,0.33,0.5,0.0,0.62,0.0,normal
0.04,0.0,0.0,0.17,0.02,0.02,0.23,0.12,0.31,0.29,0.29,0.43,0.0,0.6,0.33,0.5,0.0,0.62,0.0,normal
0.06,0.0,0.0,0.5,0.02,0.02,0.23,0.12,0.31,0.29,0.29,0.43,0.0,0.6,0.33,0.5,0.0,0.62,0.0,normal
0.1,0.0,0.55,0.5,0.02,0.02,0.42,0.12,0.31,0.29,0.29,0.43,0.25,0.6,0.33,0.5,0.09,0.0,0.0,normal
0.15,0.01,0.0,0.0,1.0,1.0,0.31,0.12,0.31,0.29,0.29,0.43,0.75,0.6,0.33,1.0,0.0,0.0,1.0,normal
